c,seed,d0_eff,d1_eff,br_rho
0.3,0,0.887412109375,0.7200334167480469,5.866386722243448
0.5,0,0.9988671875,0.846474609375,4.854135281491717
0.7,0,0.9838671875,0.40639404296875,5.946803229158284
